id,max_,mean_,median_,min_,std_,wealth
1.0,6.0,0.06,0.0,0.0,0.5969924622639721,-0.531405
2.0,0.0,0.0,0.0,0.0,0.0,-0.40983
3.0,0.0,0.0,0.0,0.0,0.0,-0.47811499999999996
4.0,0.0,0.0,0.0,0.0,0.0,-0.43596
5.0,0.0,0.0,0.0,0.0,0.0,-0.44948
6.0,26.0,6.08,6.0,0.0,6.837660418593485,-0.11265
7.0,0.0,0.0,0.0,0.0,0.0,-0.39962
8.0,0.0,0.0,0.0,0.0,0.0,-0.19558
9.0,62.0,36.67,36.0,7.0,18.668719827561826,2.39554
10.0,0.0,0.0,0.0,0.0,0.0,0.05646
11.0,0.0,0.0,0.0,0.0,0.0,-0.233975
12.0,0.0,0.0,0.0,0.0,0.0,-0.45845
13.0,0.0,0.0,0.0,0.0,0.0,-0.6434449999999999
14.0,0.0,0.0,0.0,0.0,0.0,-0.50153
15.0,0.0,0.0,0.0,0.0,0.0,-0.49068999999999996
16.0,0.0,0.0,0.0,0.0,0.0,-0.54898
17.0,7.0,0.2,0.0,0.0,1.1401754250991376,-0.41252
18.0,0.0,0.0,0.0,0.0,0.0,-0.41903
19.0,0.0,0.0,0.0,0.0,0.0,-0.38006
20.0,8.0,0.8,0.0,0.0,2.177154105707724,-0.46062
21.0,0.0,0.0,0.0,0.0,0.0,-0.266005
22.0,6.0,0.3,0.0,0.0,1.3076696830622028,-0.27531500000000003
23.0,62.0,27.84,22.5,0.0,18.801446752843248,3.14126
24.0,6.0,0.54,0.0,0.0,1.7170905625505024,-0.4128
25.0,0.0,0.0,0.0,0.0,0.0,-0.39371999999999996
26.0,0.0,0.0,0.0,0.0,0.0,0.08756
27.0,0.0,0.0,0.0,0.0,0.0,-0.5394300000000001
28.0,0.0,0.0,0.0,0.0,0.0,-0.49357
29.0,62.0,41.91,44.0,10.0,16.033150033602258,2.215415
30.0,0.0,0.0,0.0,0.0,0.0,-0.385275
31.0,0.0,0.0,0.0,0.0,0.0,-0.380515
32.0,0.0,0.0,0.0,0.0,0.0,-0.23178
33.0,0.0,0.0,0.0,0.0,0.0,0.19917
34.0,0.0,0.0,0.0,0.0,0.0,-0.555805
35.0,0.0,0.0,0.0,0.0,0.0,-0.38261
36.0,0.0,0.0,0.0,0.0,0.0,-0.32845
37.0,7.0,0.33,0.0,0.0,1.4426018161641139,-0.35604
38.0,0.0,0.0,0.0,0.0,0.0,-0.03633
39.0,0.0,0.0,0.0,0.0,0.0,-0.16738499999999998
40.0,0.0,0.0,0.0,0.0,0.0,-0.44719
41.0,0.0,0.0,0.0,0.0,0.0,-0.49200000000000005
42.0,7.0,0.49,0.0,0.0,1.664301655349774,-0.007955000000000005
43.0,0.0,0.0,0.0,0.0,0.0,-0.5277
44.0,6.0,0.06,0.0,0.0,0.5969924622639721,-0.19927
45.0,0.0,0.0,0.0,0.0,0.0,-0.373225
46.0,62.0,36.26,36.0,7.0,20.55705231787865,1.860625
47.0,0.0,0.0,0.0,0.0,0.0,-0.66092
48.0,0.0,0.0,0.0,0.0,0.0,-0.34676
49.0,0.0,0.0,0.0,0.0,0.0,-0.3671100000000001
50.0,0.0,0.0,0.0,0.0,0.0,-0.39113000000000003
51.0,0.0,0.0,0.0,0.0,0.0,-0.42701000000000006
52.0,59.0,23.05,15.5,0.0,17.11220324797482,2.70197
53.0,6.0,0.3,0.0,0.0,1.3076696830622028,-0.61453
54.0,0.0,0.0,0.0,0.0,0.0,-0.5825199999999999
55.0,0.0,0.0,0.0,0.0,0.0,-0.30881
56.0,62.0,25.02,17.5,6.0,18.231280810738447,2.349945
57.0,62.0,35.81,35.5,7.0,18.121641757854057,1.70097
58.0,0.0,0.0,0.0,0.0,0.0,-0.27616999999999997
59.0,0.0,0.0,0.0,0.0,0.0,-0.366825
60.0,48.0,14.16,10.0,0.0,12.445657877348228,2.6677150000000003
61.0,0.0,0.0,0.0,0.0,0.0,-0.07593
62.0,0.0,0.0,0.0,0.0,0.0,-0.44492
63.0,0.0,0.0,0.0,0.0,0.0,-0.31336
64.0,0.0,0.0,0.0,0.0,0.0,-0.24209499999999998
65.0,0.0,0.0,0.0,0.0,0.0,-0.179475
66.0,0.0,0.0,0.0,0.0,0.0,-0.42851000000000006
67.0,25.0,5.58,6.0,0.0,6.367385648757266,-0.340905
68.0,0.0,0.0,0.0,0.0,0.0,-0.247665
69.0,0.0,0.0,0.0,0.0,0.0,-0.3745
70.0,59.0,21.35,16.5,0.0,14.815110529456067,2.2454099999999997
71.0,0.0,0.0,0.0,0.0,0.0,-0.44135
72.0,18.0,3.62,0.0,0.0,4.623375390339834,-0.577145
73.0,0.0,0.0,0.0,0.0,0.0,-0.40431999999999996
74.0,0.0,0.0,0.0,0.0,0.0,-0.430845
75.0,0.0,0.0,0.0,0.0,0.0,-0.42458500000000005
76.0,62.0,30.62,26.0,6.0,19.32706910009896,3.1974
77.0,0.0,0.0,0.0,0.0,0.0,-0.5743
78.0,0.0,0.0,0.0,0.0,0.0,-0.54728
79.0,0.0,0.0,0.0,0.0,0.0,-0.306075
80.0,62.0,32.38,30.5,7.0,19.488858355480957,2.420615
81.0,0.0,0.0,0.0,0.0,0.0,-0.32711999999999997
82.0,0.0,0.0,0.0,0.0,0.0,-0.47526
83.0,0.0,0.0,0.0,0.0,0.0,-0.6040449999999999
84.0,0.0,0.0,0.0,0.0,0.0,-0.46488999999999997
85.0,0.0,0.0,0.0,0.0,0.0,-0.6372800000000001
86.0,0.0,0.0,0.0,0.0,0.0,-0.19482
87.0,62.0,40.87,46.5,9.0,18.74441516825745,2.0030099999999997
88.0,61.0,24.96,19.5,0.0,16.514187839551784,2.7791349999999997
89.0,0.0,0.0,0.0,0.0,0.0,-0.44198999999999994
90.0,0.0,0.0,0.0,0.0,0.0,-0.6447
91.0,7.0,0.31,0.0,0.0,1.3542156401400778,-0.43354499999999996
92.0,0.0,0.0,0.0,0.0,0.0,-0.369395
93.0,0.0,0.0,0.0,0.0,0.0,-0.23469
94.0,0.0,0.0,0.0,0.0,0.0,-0.447865
95.0,0.0,0.0,0.0,0.0,0.0,-0.38404
96.0,0.0,0.0,0.0,0.0,0.0,-0.43945
97.0,0.0,0.0,0.0,0.0,0.0,-0.496245
98.0,0.0,0.0,0.0,0.0,0.0,-0.43298000000000003
99.0,62.0,42.76,47.5,11.0,16.559057944218928,1.252685
100.0,6.0,0.06,0.0,0.0,0.5969924622639718,-0.39515
101.0,0.0,0.0,0.0,0.0,0.0,-0.39960999999999997
102.0,0.0,0.0,0.0,0.0,0.0,-0.58809
103.0,0.0,0.0,0.0,0.0,0.0,-0.26456
104.0,0.0,0.0,0.0,0.0,0.0,-0.45561
105.0,12.0,3.69,0.0,0.0,4.314382922272894,-0.7876449999999999
106.0,7.0,0.37,0.0,0.0,1.4673445403176442,-0.4556
107.0,61.0,23.86,17.0,0.0,16.972342207250005,3.33664
108.0,0.0,0.0,0.0,0.0,0.0,-0.36841
109.0,0.0,0.0,0.0,0.0,0.0,-0.6302449999999999
110.0,0.0,0.0,0.0,0.0,0.0,-0.22189
111.0,62.0,36.45,36.0,7.0,19.50044871278607,2.24166
